Video ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
ssyQiKLIHhY,PHILIPPINES COVID-19,Restrictions & children,,,,,,,,,,,,,,,,
XndcHIJfRiI,JULIE ANNE,SAN JOSE LIVE,,,,,,,,,,,,,,,,
QN63iDxR-Bo,Whang-Od,THE LAST TRUE,TATTOO ARTIST,IT LOOKS,PAINFUL,,,,,,,,,,,,,
8Sw9WZeWzdU,-,,,,,,,,,,,,,,,,,
HfM_jRg_4rU,FOREIGNERS TRY,BUKO PIE,,,,,,,,,,,,,,,,
5G9oQvDXHGs,-,,,,,,,,,,,,,,,,,
h5ykol0ShrA,INDONESIANS REACT TO,LEA SALONGA - ON MY OWN (LES MISERABLES),,,,,,,,,,,,,,,,
WCMZwBu9y7M,JONA SOQUITE,GREATEST LOVE OF ALL,THE VOICE TEENS PH,IMPRESSION,,,,,,,,,,,,,,
6bP5nOtqGZ8,AHEEZY TRIBE MAIL,,,,,,,,,,,,,,,,,
780xD4hQSwE,-,,,,,,,,,,,,,,,,,
pUsLUhiUR_k,INDONESIANS REACT TO,JULIE ANNE SAN JOSE - NOT IMPRESSED (MUSIC VIDEO),,,,,,,,,,,,,,,,
k8GcaxVzpHQ,ANNE,,,,,,,,,,,,,,,,,
H34sOwyicCA,-,,,,,,,,,,,,,,,,,
QjPv5cyiY_E,《歌手2018》优酷全网首播,,,,,,,,,,,,,,,,,
jr0XlcFxLH4,ANONG PRETTY,SA KOREAN?,HINDI IKAW!,CHALLENGE,,,,,,,,,,,,,,
E2pF2yqxQo4,SO,SORRY,,,,,,,,,,,,,,,,
0wmL2otfcdU,India 1-2 Philippines,,,,,,,,,,,,,,,,,
upb2cm3eLIA,MORISSETTE,AMON,MARIAH WHO?,WANNA KNOW,WHAT LOVE IS,,,,,,,,,,,,,
8XxsQRiyzS8,LODI,BISAYA!,,BISAYA = BAY-SEY-YAH,,,,,,,,,,,,,,
eOHzAYNyUAQ,BUNOT,ROLAND ABANTE,YOU'RE THE INSPIRATION,REACTION PT. 1,,,,,,,,,,,,,,
b-PqWeW82p0,MEGA,KILIG,REACTION,,,,,,,,,,,,,,,
pxUOnyM6nrM,ENGLISH SONGS,,,,,,,,,,,,,,,,,
aX0GdT4qnPc,TOP 10,,,,,,,,,,,,,,,,,
pgCTIIiwkTk,CHINA-PHILIPPINES,FACE OFF,,,,,,,,,,,,,,,,
y0H91m4QQgk,BEST,FILIPINO,COVERS,,,,,,,,,,,,,,,
EBg-Mr88yQI,PROJECT,NIGHTFALL,,,,,,,,,,,,,,,,
GVjNHhIC_9I,DRINKING FILIPINO,TUBA,our first time,,,,,,,,,,,,,,,
YIgx0ZXFovs,PHILIPPINES VLOG 08,KATRINA VELARDE BENEFIT CONCERT,,,,,,,,,,,,,,,,
2PsANj44N6M,ESCAPING the Plantation,PASSPORT BROS!,Do Western Women Hate The Men Who Leave?,,,,,,,,,,,,,,,
3P4AEIny_T4,TNT KIDS TRIO,LITTLE BIG SHOTS,PHILIPPINES,REACTION,,,,,,,,,,,,,,
7c3fVjA3hsY,Binibining Pilipinas,,,,,,,,,,,,,,,,,
ra_15OTf8uQ,YUMBURGER!,,,,,,,,,,,,,,,,,
pdS9hDBrzqE,Crispy Pork Belly Chicharon,,,,,,,,,,,,,,,,,
Cs9YEDrJKfc,SASSA DAGDAG,LA VIE en ROSE🌹,REACTION PT.2,#THOUGHTS,,,,,,,,,,,,,,
cbk9khFNf8g,FOLLOW,ME PHILIPPINES PT. 4,WITH HARNAAZ SANDHU,,,,,,,,,,,,,,,
DC9GCvRruUw,APO,,,,,,,,,,,,,,,,,
IKTEQo1Pzwk,BEST FRIENDS!,REACTION,,,,,,,,,,,,,,,,
l0ax7uKaDh0,Mother's Day Special,SCHOOLBOY,,,,,,,,,,,,,,,,
42F6Tn5cmcs,I WANT THE STUDIO VERSION?!,,,,,,,,,,,,,,,,,
3YhCQ4JLphk,ALJAZEERA,,,,,,,,,,,,,,,,,
eSVLUkLEl0Q,-,,,,,,,,,,,,,,,,,
AFOR2qVjR1A,CHINA-PHILIPPINES ROW,,,,,,,,,,,,,,,,,
aIkUiUV6jWI,-,,,,,,,,,,,,,,,,,
fx_MMVu-wAI,KIDS CAROLING CONTEST!,,,,,,,,,,,,,,,,,
s8_emLfEyQU,PHILIPPINE,COMMERCIALS,,,,,,,,,,,,,,,,
chxpQV3_NtU,MEATY SPAGHETTI,,,,,,,,,,,,,,,,,
CNk5yrXRyD8,I WANT TO GO!!!,,,,,,,,,,,,,,,,,
hFUzhd-R6GQ,REACTION PT. 2,I DREAM,VS,A DREAM,#THOUGHTS,,,,,,,,,,,,,
3rl9Acc_Bp8,OUR WISH CAME TRUE!,REACTION,,,,,,,,,,,,,,,,
80tUWDQ9Qyk,JOSEPHYN!!!,,,,,,,,,,,,,,,,,
5N6NHbM4dUo,Do you have food?,,,,,,,,,,,,,,,,,
zFRZV9ncDr8,JITLER TRANSLATION,,,,,,,,,,,,,,,,,
f_YMgrAJUbs,REGINE VELASQUEZ WISH 107.5 FM,ARAW GABI REACTION,,,,,,,,,,,,,,,,
tzxhMqMSQJg,MEET,& GREET,,,,,,,,,,,,,,,,
zgJRP1hUMSQ,-,,,,,,,,,,,,,,,,,
fTeArIlDD3A,AKIN KA NA LANG,,,,,,,,,,,,,,,,,
S9N7iePN7EA,CHICKEN Macaroni,SALAD,,,,,,,,,,,,,,,,
fqgRiW5etZU,DUTER,,,,,,,,,,,,,,,,,
GtBth3A_C9A,Jollibee,rispulicious! Juicylicious!,Chickenjoy,rispulicious! Juicylicious!,,,,,,,,,,,,,,
WcB-n46QVy8,DOESN'T DO IT JUSTICE,,,,,,,,,,,,,,,,,
A_HLn0O78ZA,SPEAKING VOICE,/,SINGING VOICE,,,,,,,,,,,,,,,
ja7aMIsr2tM,SO MANY FEELS!!!,,,,,,,,,,,,,,,,,
iqPwhd-Cr4o,-,,,,,,,,,,,,,,,,,
9Mtu9Qfs84A,A HOLIDAY CONCERT WITH,MORISSETTE,,,,,,,,,,,,,,,,
ovji27fI5Mw,Overview of Ubay,,,,,,,,,,,,,,,,,
afbE1U82tlU,LIKE FATHER,LIKE SON?,,,,,,,,,,,,,,,,
qSS_yKQSHQw,GARY VALENCIANO,"""I WILL BE HERE/WARRIOR IS A CHILD""",,,,,,,,,,,,,,,,
qq5ZssMiz00,THIS IS TRUTH!,,it's totally different,,,,,,,,,,,,,,,
RfuEvFx45yE,Filipina Singers,ATTEMPTING,HARDEST SONG,CLIMAX,,MARIAH GOT NOTHING,ON THEM!,,,,,,,,,,,
POocIXBh2xY,SHE IS SIMPLY AMAZING!!!!!!!!!!!,,,,,,,,,,,,,,,,,
chrmFfxAkGo,Chicken Sotanghon,,,,,,,,,,,,,,,,,
FrBA14llVLs,WHO IS HE ???,,,,,,,,,,,,,,,,,
csBlhSP3F0E,-,,,,,,,,,,,,,,,,,
_u7DmBV9i5g,-,,,,,,,,,,,,,,,,,
hTfamjedfkg,PHILIPPINES VLOG 04,- BOTH OF US CONCERT -,,,,,,,,,,,,,,,,
Q_XIao2HLUE,ELHA LITTLE BIG SHOTS SIA CHANDELIER REACTION PT. 1,,,,,,,,,,,,,,,,,
zm9bnCSLiuk,THEY PULLED ALL,THE STOPS 4 HIM!,,,,,,,,,,,,,,,,
KGeSR8cC4rY,FIRST FILIPINO,WRITING?,,,,,,,,,,,,,,,,
4Ygmiqt32oM,# FIERCE,THE,DARKSIDE,OF,KATHRYN BERNARDO,,,,,,,,,,,,,
8cdEag3cD6M,ALJAZEERA,,,,,,,,,,,,,,,,,
fZy3z-Y-49E,-,,,,,,,,,,,,,,,,,
hIqlOdXKoW4,I'm in love with this Commercial,,,,,,,,,,,,,,,,,
TPmCMiY6qWs,VERSACE ON THE FLOOR,KRIS LAWRENCE,,,,,,,,,,,,,,,,
cCEx6G8QnYA,WHAT ARE YOU,McDOING TO ME?!,REACTION,,,,,,,,,,,,,,,
ARbPGL8KKdw,LECHON IN CEBU,,,,,,,,,,,,,,,,,
_DPgIVCbxbQ,#TVTPowerBattLes,,,,,,,,,,,,,,,,,
h4XU2oLM1k8,THE WINNER OF,SEASON 2 ALREADY?,,,,,,,,,,,,,,,,
Wa1Pau9YTtA,FILIPINO STYLE SPAGHETTI,,,,,,,,,,,,,,,,,
h8suGS8iarQ,-,,,,,,,,,,,,,,,,,
6PuitXuzrE0,GREATEST FLOW OF ALL TIME?!,,,,,,,,,,,,,,,,,
VAf4Zzn-cBU,ALJAZEERA,,,,,,,,,,,,,,,,,
OzqhoC6UaxA,NA BUWAN... LOL,VICE GANDA,IS HILARIOUS,,,,,,,,,,,,,,,
GoQW90Rt06Y,EASY PALABOK,,,,,,,,,,,,,,,,,
ybzXCvjmLcM,Instant Pot,SINIGANG!!!,,,,,,,,,,,,,,,,
9x-dH4FrWwM,-,,,,,,,,,,,,,,,,,
MvMLNTrBZ5A,-,,,,,,,,,,,,,,,,,
79sBacNtT8Q,MORISSETTE AMON,SOMEONE'S ALWAYS,SAYING GOODBYE,REACTION,,,,,,,,,,,,,,
_XVYk1vV8KU,VOL 22,19M VIEWS!,,,,,,,,,,,,,,,,
HX6BFryw5sw,TRY NOT TO CRY!!!,,,,,,,,,,,,,,,,,
f-v8EE_nJ0g,JANELLA,SALVADOR,LOVE IT!,HOW FAR I'LL GO,REACTION,MOANA,,,,,,,,,,,,
NF5KbSs8-c8,KATRINA V,USE TO BE PART,OF A GROUP?!,,,,,,,,,,,,,,,
tB9P_CNksmo,VALENTINES DAY,IN THE PH!!,PH VLOG EPISODE 8,,,,,,,,,,,,,,,
nEZXpj9pZi0,SO CUTE!,,,,,,,,,,,,,,,,,
qS0Hg8q3T6k,INDONESIANS REACT TO,JULIE ANNE SAN JOSE - DESPACITO (COVER),,,,,,,,,,,,,,,,
2_QwPKiMS-M,JULIE ANNE,SAN JOSE,,,,,,,,,,,,,,,,
zQHvQxP2gwk,-,,,,,,,,,,,,,,,,,
72S9yzlxiEQ,SM Seaside,,,,,,,,,,,,,,,,,
UUiUauaWKQI,WHITE ISLAND SURF,,,,,,,,,,,,,,,,,
5Lw_U1JAGno,-,,,,,,,,,,,,,,,,,
o1QveClsSHc,HOW,PHILIPPINES,CHANGED US,UNCONTROLLABLE,EMOTIONS,,,,,,,,,,,,,
QZsgajZrRXA,V LIVE,,,,,,,,,,,,,,,,,
KBm-GReZAqI,-,,,,,,,,,,,,,,,,,
nTIF0fO87Ys,MORNING PHILIPPINES,,,,,,,,,,,,,,,,,
Eg2oX2Bq0pM,TOP,12,BEST,in,SWIMSUIT!,,,,,,,,,,,,,
KYQIwUXhDRQ,3 THINGS,ABOUT PHILIPPINES?,,,,,,,,,,,,,,,,
k1fpYXqUNcU,PATOTIN,,,,,,,,,,,,,,,,,
Uyh3jxmgrRE,PHILIPPINES COVID-19,MANILA LOCKDOWN,,,,,,,,,,,,,,,,
Cf3Xnr120c0,-,,,,,,,,,,,,,,,,,
EbS8w9uznRw,FILIPINO HOSPITALITY,,,,,,,,,,,,,,,,,
pVWjhJUhHK0,UPFRONT,,,,,,,,,,,,,,,,,
ZEKmjwdQjBc,HONEST ang PINOY?,!UNBELIEVABLE,,,,,,,,,,,,,,,,
jNHmcg_IT90,NEVER NOT LOVE YOU MOVIE!,OMG!,AARGH!,,,,,,,,,,,,,,,
sZYvmGOASc4,THE PHILIPPINES,MOST LOVABLE,COUNTRY!,REACTION,,,,,,,,,,,,,,
MQwoxnNUF2Y,Wish™,107.5,,,,,,,,,,,,,,,,
yOw0sYXvbIc,FILIPINO FOOD,IN ROME,,,,,,,,,,,,,,,,
4MxQ8RsauA8,THIS IS A FILIPINO PROBLEM ?!,,,,,,,,,,,,,,,,,
u613qKsE5m8,IT'S YOU!,,,,,,,,,,,,,,,,,
XAQDVyP3Roc,I CAN'T TRUST,HIS MOM'S ACCENT,,,,,,,,,,,,,,,,
6wAzxEtZHSg,IS LIGHTER BETTER,IN THE PHILIPPINES??!,,,,,,,,,,,,,,,,
sVPw2O0L9G0,SEAFOOD CITY,,,,,,,,,,,,,,,,,
shLl_K2MD6w,JANELLA SALVADOR,HOW FAR I'LL GO,MOANA OST,REACTION PT. 1,,,,,,,,,,,,,,
GpeuqIER7t8,-,,,,,,,,,,,,,,,,,
-N4O6BAzCGM,REACTION,,,,,,,,,,,,,,,,,
r5_rGPunG-w,I QUIT!,,,,,,,,,,,,,,,,,
frEqH_Kx4qc,4th Impact,Chandelier,,,,,,,,,,,,,,,,
7ZbGZppdhKY,i can do this!,,,,,,,,,,,,,,,,,
ztlFwYoNfyM,so many,,,,,,,,,,,,,,,,,
S_2-OSXzwKw,KIDS FIRST TIME WEARING THEIR SCHOOL UNIFORM,,LIFE IN THE PHILIPPINES,,,,,,,,,,,,,,,
dhufs1YJiKg,June 27 2020,,,,,,,,,,,,,,,,,
qFH08StIUrU,NO,NO,NO!,,,,,,,,,,,,,,,
BFndAL9KPc0,PINOY,PRIDE #1,,,,,,,,,,,,,,,,
ZaPWF7LIwA4,ALJAZEERA,,,,,,,,,,,,,,,,,
2EIDvLU6NZk,WOW!,,,,,,,,,,,,,,,,,
N0oXOhqH1J0,Your touch,is enough,,,,,,,,,,,,,,,,
Jkt6aje8RZM,FIFTH HARMONY PCA 2017,PERFORMANCE REACTION,,,,,,,,,,,,,,,,
kdhFonY_U9M,TO,MOON,AND,BACK,,,,,,,,,,,,,,
c02yGymoCQc,PINOY FOOD!,,,,,,,,,,,,,,,,,
AwYfCWkt7mc,Filipino Feast!,,,,,,,,,,,,,,,,,
6duXJoSwYFY,LIVE,,,,,,,,,,,,,,,,,
VdnOkhtY6_Q,TOP 5,PICKED,,,,,,,,,,,,,,,,
unTM04ne7wk,FILIPINO POLITICS,NOT FOR FOREIGNERS!,BAWAL,,,,,,,,,,,,,,,
XpWElF2qrHE,WHAT IS,GOING ON?!,,,,,,,,,,,,,,,,
koifioklSvM,I NEED TO SEE BTS,LIVE AGAIN!!!,,,,,,,,,,,,,,,,
NNsL7qOHbDY,COKE CARES!,REACTION,,,,,,,,,,,,,,,,
5LvyL89tVRY,FOLLOW ME EVERYWHERE:,@IWANTMYLAUREN,,,,,,,,,,,,,,,,
yRHPNDYgEwU,FIRST TIME IN,BORACAY ISLAND,,,,,,,,,,,,,,,,
J2vr5AuNAC0,VIGAN,WE DIDN'T EXPECT THIS!,,,,,,,,,,,,,,,,
pALYQgqNcx0,ABSOLUTELY AMAZING!,,,,,,,,,,,,,,,,,
xAO9GKiKI08,Runny nose pa more!,,,,,,,,,,,,,,,,,
ACxzsWw4Wtg,BBM IS OFFICIALLY PRESIDENT!,,,,,,,,,,,,,,,,,
0D9tN9qchK4,ADOBONG SITAW,,,,,,,,,,,,,,,,,
qg7B8XKrb_Q,TRYING,BALUT,,,,,,,,,,,,,,,,
yTx5ZHw-Bgg,VIRAL!,2.6 MILLION VIEWS!,,,,,,,,,,,,,,,,
dHrSLkOYtuc,BOHOL,BROWN OUT,,,,,,,,,,,,,,,,
XjOPLNwbiCY,DIDN'T EXPECT THAT!!!,,,,,,,,,,,,,,,,,
D728n5siT2g,-,,,,,,,,,,,,,,,,,
-CNp8hYVIyo,PHILIPPINES VLOG 03,DARREN ESPANTO UNSTOPPABLE,LIVE AT KIA THEATRE,,,,,,,,,,,,,,,
8sadyBef2Ms,SINIGANG NA PATA,,,,,,,,,,,,,,,,,
F7-huPqK6No,American,vs,Filipino,Supermarket,,,,,,,,,,,,,,
kxWnZj9Ke2U,ALMOST PERFECT!,Tawag ng TANGHALAN,,,,,,,,,,,,,,,,
a6uVUSm5QYc,FILIPINO BEER SANMIG!,VS.,KOREAN BEER DRY!,,,,,,,,,,,,,,,
StMVuPsOx94,SNEAK,PEAK,4TH IMPACT,,,,,,,,,,,,,,,
YliHyU4vqfw,MCDAD WAITING!,REACTION,,,,,,,,,,,,,,,,
1mqRfhKeQHI,FIRST FILIPINO COLONEL!,REACTION,,,,,,,,,,,,,,,,
R1s7r_6RCrQ,SEARCH FOR HIS MOTHER,,,,,,,,,,,,,,,,,
AqZEAulmaaU,3RD WORLD COUNTRY,OR,DEVELOPING COUNTRY?,,,,,,,,,,,,,,,
5PzhnVq0heY,TOTAL,PACKAGE!,1/4,,,,,,,,,,,,,,,
qwjxK-urNvo,TRY NOT TO CRY CHALLENGE (BBBBBUUFFFFEEERRR),,,,,,,,,,,,,,,,,
yJLjLxnvD7k,IT HAPPENED!,,,,,,,,,,,,,,,,,
f00V9MQBhg8,START HERE,WHAT'S BEHIND THE,SOUTH CHINA SEA DISPUTE?,,,,,,,,,,,,,,,
djhF__0EWrY,REACTING TO,TOUCHING,JOLLIBEE,VALENTINES AD,,,,,,,,,,,,,,
DbcVUnvsgvs,LET'S,DO,THIS.,,,,,,,,,,,,,,,
5qsCnrYNgkY,-,,,,,,,,,,,,,,,,,
btvzEH6aPU0,-,,,,,,,,,,,,,,,,,
v2mmyG9nTNY,OMG!,TERRIBLE TWO,YEAR OLD!!!,,,,,,,,,,,,,,,
LGz6KqlbXGg,TOP15,,,,,,,,,,,,,,,,,
nIX22E67-Eo,TALENTED!,,,,,,,,,,,,,,,,,
2_kq4ZGkhqE,-,,,,,,,,,,,,,,,,,
mhco4-cN3QA,MGA ERP!,,,,,,,,,,,,,,,,,
M2-t1yPt_Kk,@Ferdy.Land,@ReactionHolic,,,,,,,,,,,,,,,,
96marcNv9hM,DON'T,FALL!,,,,,,,,,,,,,,,,
OJUpdWsuuo0,-,,,,,,,,,,,,,,,,,
DM0h3NP1FZk,-VS-,,,,,,,,,,,,,,,,,
4JFahKqOEUo,EAT ISDA!,,,,,,,,,,,,,,,,,
mBfySA46FJg,IT'S SO BEAUTIFUL!,OMG!,REACTION,,,,,,,,,,,,,,,
yAqGMfTYWZQ,PACIFIC,RIM,VIDEO,,,,,,,,,,,,,,,
Us0WZHowcOw,THE BLIND BALLADEER ROCKS,INDONESIANS REACT TO,CARL MALONE MONTECIDO WISH BUS PERFORMANCE,,,,,,,,,,,,,,,
z4Bi1AWycs8,YASS SLAY QUEEN!!!,,,,,,,,,,,,,,,,,
UX_V-jl1h2c,"Do your practice, and always grow.",,,,,,,,,,,,,,,,,
cX-j7dzX8Qo,CHICKEN,CADERETA,,,,,,,,,,,,,,,,
3rHC63hre04,MORISSETTE AMON,2017 ASIA SONG FESTIVAL,IMPRESSION,,,,,,,,,,,,,,,
ASS4HIq4zyM,HUGGERS,,,,,,,,,,,,,,,,,
5h6dPOq20kc,2.3M views!,NOSI BALASI SITTING DOWN!,,,,,,,,,,,,,,,,
4DbxJg7o_Qc,SHE'S GOOOOOOOOOONE!,,,,,,,,,,,,,,,,,
er8z451F18Q,MORISSETTE AMON,"""REFLECTION"" GLOBAL DISNEY EVENT",,,,,,,,,,,,,,,,
8Uxap0BEyOk,-,,,,,,,,,,,,,,,,,
4xY1Lhe-8u4,-,,,,,,,,,,,,,,,,,
dXC36IT3Htk,ALJAZEERA,,,,,,,,,,,,,,,,,
DYNkeAIXPY4,SIREY MORAN,MISS UNIVERSE HONDURAS 2016,,,,,,,,,,,,,,,,
W1b9ALf4ZFU,FILIPINO SOLDIERS,CAN SING!,,,,,,,,,,,,,,,,
Jppwo7-7hLs,OMG!,THIS IS TERRIFYING!,,,,,,,,,,,,,,,,
v7wNyFdeF18,EXO,UNIVERSE,,,,,,,,,,,,,,,,
svUtPTSZhxo,ALJAZEERA,,,,,,,,,,,,,,,,,
qre07PCg_W0,-,,,,,,,,,,,,,,,,,
WWisysg9zek,MOMOLAND,BBOOM,BBOOM,,,,,,,,,,,,,,,
4KZ_bBwg0iA,-,,,,,,,,,,,,,,,,,
yp5FYBptIQc,Drunk Korean brothers,react to Jollibee,,,,,,,,,,,,,,,,
tekSW6ekR1o,BACK TO WISH BUS WITH SASSA,INDONESIANS REACT TO,"SASSA DAGDAG COVERS ""LA VIE EN ROSE"" LIVE ON WISH 107.5 BUS",,,,,,,,,,,,,,,
1igfL2tMxcc,INSANE!,I FEEL HIS PRIDE,,,,,,,,,,,,,,,,
lYdV-cTvjOM,GARY V,TAKE ME OUT,OF THE DARK,,,,,,,,,,,,,,,
zOaQAM1VphE,CHRISTMAS AT,ABS-CBN!!,,,,,,,,,,,,,,,,
tuz9L1hgO04,SO MANY REQUESTS,FOR THIS ONE!,,,,,,,,,,,,,,,,
qY4TG9E1sJA,REACTION,,,,,,,,,,,,,,,,,
TFKoWak1W8c,INDONESIAN SONG,VIRAL ON TIK TOK!!,,,,,,,,,,,,,,,,
XXFKdSGnkZk,BICOL ROADTRIP,I ALMOST DIED,,,,,,,,,,,,,,,,
el4RuUzpdEs,SUPERSTITIOUS?,,,,,,,,,,,,,,,,,
6tg2h-Vc9ho,PHILIPPINES VLOG 09,~ THE MEET & GREET EVENT ~,,,,,,,,,,,,,,,,
oRvmrG65WQI,XB GENSAN,1ST PLACE,DANCE2DANCE16,SWITZERLAND FRONTROW,REACTION PT. 1,,,,,,,,,,,,,
JoZidb1nfus,Chinese Try Filipino Food,For The First Time,,,,,,,,,,,,,,,,
hDtISQa0alo,PHILIPPINES,TRANSPORTATION,,,,,,,,,,,,,,,,
texpdt06WN0,FOREIGNERS,SINGING WITH FILIPINOS,,,,,,,,,,,,,,,,
RmKY4KrcNT8,PHILIPPINES VLOG 06,~ EXPLORING INTRAMUROS ~,,,,,,,,,,,,,,,,
4LEMalbsui0,-,,,,,,,,,,,,,,,,,
gDZezDDUHj8,FILIPINO,DRIVING LESSONS,,,,,,,,,,,,,,,,
XjTaYfKD5AA,SICCCKKKK REMIX,COVER!!!!!!!,SUPER DOPE,,,,,,,,,,,,,,,
FdbwFIVdf1o,I ♥ NZ.,,,,,,,,,,,,,,,,,
HOSBltLGm0Q,OVRR,,,,,,,,,,,,,,,,,
XiQyrt2wRi4,BEAUTIFUL,,,,,,,,,,,,,,,,,
sdsz-t540WI,MILLIONS UNEMPLOYED,IN THE PHILIPPINES,,,,,,,,,,,,,,,,
qQ2wZHFZ81g,INDONESIANS REACT TO,HIUBANG SHOW,"KYLA, YENG, AND KZ COVERS MEDLEY SONG ON WISH 107.5 BUS",,,,,,,,,,,,,,,
X_iHjyaDflk,HAYWIRE,Fight Scene,Breakdown,,,,,,,,,,,,,,,
E_p5G8Afd-Q,THEY ARE CRAZY!!!,,,,,,,,,,,,,,,,,
laJP2x0foJE,8 DAYS IN PHILIPPINES,IN 8 MINUTES!!!,,,,,,,,,,,,,,,,
_8c8Vj_UROE,PINOY,BARITONE VOICE,,,,,,,,,,,,,,,,
w2yE02L6-mY,WHAT FILIPINOS,DO FOR FUN!,,,,,,,,,,,,,,,,
6ebDnCcjijM,MY WIFE IS BANNED FROM AMERICA,THE AHERN FAMILY,,,,,,,,,,,,,,,,
y0HdMaJy2qU,MEET THE BABY,,,,,,,,,,,,,,,,,
doRDwc2Ya1c,PHILIPPINES,FAMILY,REUNION,,,,,,,,,,,,,,,
V5pYDj1ws64,COUNTING THE COST,,,,,,,,,,,,,,,,,
YGvUztXGtis,CHOI Discrimination OFW??,,,,,,,,,,,,,,,,,
QAaDogyfJrs,-,,,,,,,,,,,,,,,,,
aUlLf30avoQ,PHILIPPINE ANIMALS,UNDER LOCKDOWN,,,,,,,,,,,,,,,,
Ak0VzdFjJS8,PHILIPPINES VLOG 01,- PREPARATION -,,,,,,,,,,,,,,,,
Qm43p-fOYXQ,@HottSamn,@HugKnuckles,,,,,,,,,,,,,,,,
6b57EQflHUw,BRUNO MARS,"""THAT'S WHAT I LIKE""",,,,,,,,,,,,,,,,
XfGxev767Ho,WOAH!,,,,,,,,,,,,,,,,,
NzyCOg9yKOg,FILIPINOS HELPED ME!,,SHE CRIED!,,,,,,,,,,,,,,,
55KA7HoIzQM,Warning: Geeeking Out,Over,SCIENCE!!!,,,,,,,,,,,,,,,
knwZIMcM5D8,FILIPINO,FOOD REVIEW!!!,,,,,,,,,,,,,,,,
Q7ugYdD2Pb0,THE PHILIPPINES INVESTMENT BOOM,TIME TO INVEST,IN THE PHILIPPINES?,,,,,,,,,,,,,,,
PB3Tbm_4tp8,INDONESIANS REACT TO,CHRISTIAN BAUTISTA & SARAH GERONIMO,,,,,,,,,,,,,,,,
t9k1SlmKFno,Wish,107.5,,,,,,,,,,,,,,,,
YKKSLVcdxhE,FRANCIS AGLABTIN,IF I NEVER SING,ANOTHER SONG,REACTION,,,,,,,,,,,,,,
tRlQG1zEH6k,BRUNO MARS,THAT'S WHAT,I LIKE,REACTION PT. 1,,,,,,,,,,,,,,
_jBK2dxZJUU,Jollibee,,,,,,,,,,,,,,,,,
8BvdYZ68KEI,CAMERA GIVEAWAY,,,,,,,,,,,,,,,,,
olLuNXeNXnk,This,Is,Amazing!!,,,,,,,,,,,,,,,
OSG8PK1aaKA,Paris,,,,,,,,,,,,,,,,,
C92A_wlcZTk,INDONESIANS REACT TO,MORISSETE AMON - RISE UP,,,,,,,,,,,,,,,,
uM1CE_3P3tE,-,,,,,,,,,,,,,,,,,
mEc4W1_D5Hc,-,,,,,,,,,,,,,,,,,
j6xODJIDMlk,-,,,,,,,,,,,,,,,,,
o3Oa9wmMP9o,Wish,107.5,,,,,,,,,,,,,,,,
cVw5uPVL4CY,-,,,,,,,,,,,,,,,,,
bruzUbDMQJU,MAKING tissue PAPER FLOWERS,,,,,,,,,,,,,,,,,
UP_SRh66Q0I,-,,,,,,,,,,,,,,,,,
qQrl4s2Zoeo,Nelly,,,,,,,,,,,,,,,,,
1IT2hKxh_Nc,"""FILIPINOS ARE NOT THAT SMART""",EXCUSE ME??!!,,,,,,,,,,,,,,,,
umwO-zu8Q7Y,LET'S BRING THESE,FENG SHUI,,,,,,,,,,,,,,,,
S7h1GJ6Zuvk,XIA VIGOR,AS TAYLOR SWIFT,YOUR FACE SOUNDS,FAMILIAR KIDS,REACTION PT. 1,,,,,,,,,,,,,
IxzFGfQncUQ,-',,,,,,,,,,,,,,,,,
nC_DuwBzcVg,THERE'S MORE LOVE IN THE PHILIPPINES,,,,,,,,,,,,,,,,,
lxCfT44UssE,POWERFUL!,REACTION,,,,,,,,,,,,,,,,
q8H1QnaVpzo,SHE CRIED!!,FILIPINO CHRISTMAS AD,REACTION,,,,,,,,,,,,,,,
6S3WSDbaamw,-,,,,,,,,,,,,,,,,,
bfYMA4ItDPs,-,,,,,,,,,,,,,,,,,
kNHx8_mJJRs,ANO!?,??,,,,,,,,,,,,,,,,
ozAPUnRe-B8,-,,,,,,,,,,,,,,,,,
QnFaYc9NaME,BAKIT?!,SAY WHAT?,,,,,,,,,,,,,,,,
qmDcdLKWW2A,FENDIMAN,,,,,,,,,,,,,,,,,
zjpe12HM-pk,-,,,,,,,,,,,,,,,,,
4d6LpwgB-IU,"Du Ek Sam, Inc.",,,,,,,,,,,,,,,,,
XoPd9nI5e84,ULTUMA,,,,,,,,,,,,,,,,,
oh_wnswLX4M,SPAIN BABES,CAN I CALL YOU,BABYYYY?!!,,,,,,,,,,,,,,,
pRSzcSXG4Tc,SO MUCH BELTING!,,,,,,,,,,,,,,,,,
Sw2CCWma7D4,EPIC ROADTRIP TO,NORTHERN PHILIPPINES,,,,,,,,,,,,,,,,
VN-iZGcyKNU,PGT AUDITION,THAT WAS AMAZING!,,,,,,,,,,,,,,,,
8ipzwxXjAcA,PHILIPPINES,ABORTION LAWS,,,,,,,,,,,,,,,,
Idov7fMtaww,THAT CRUNCH THO!!!,,,,,,,,,,,,,,,,,
WMLzY6XbmPo,Ubay Sabong,Chickens,4 Sale,,,,,,,,,,,,,,,
faxODCF649o,YEAR,OF THE,OX,,,,,,,,,,,,,,,
rbvXpMfZl2I,FILIPINO,FRIED CHICKEN,,,,,,,,,,,,,,,,
